array_size,index,method,time,
1000,0,change_order_unnested_loop_merge_array,0.039397,
1000,1,original,0.044629,
1000,1,merge_array,0.045082,
1000,1,change_order,0.043315,
1000,1,change_order_merge_array,0.045013,
1000,1,unnested_loop,0.037304,
1000,1,change_order_unnested_loop_merge_array,0.039151,
1000,2,original,0.045272,
1000,2,merge_array,0.04535,
1000,2,change_order,0.043538,
1000,2,change_order_merge_array,0.045284,
1000,2,unnested_loop,0.039583,
1000,2,change_order_unnested_loop_merge_array,0.039668,
1000,3,original,0.044569,
1000,3,merge_array,0.045035,
1000,3,change_order,0.043401,
1000,3,change_order_merge_array,0.045431,
1000,3,unnested_loop,0.03778,
1000,3,change_order_unnested_loop_merge_array,0.039817,
1000,4,original,0.044512,
1000,4,merge_array,0.04583,
1000,4,change_order,0.043603,
1000,4,change_order_merge_array,0.04487,
1000,4,unnested_loop,0.047669,
1000,4,change_order_unnested_loop_merge_array,0.053982,
1000,5,original,0.048128,
1000,5,merge_array,0.047104,
1000,5,change_order,0.044337,
1000,5,change_order_merge_array,0.044534,
1000,5,unnested_loop,0.037889,
1000,5,change_order_unnested_loop_merge_array,0.040277,
1000,6,original,0.044708,
1000,6,merge_array,0.045204,
1000,6,change_order,0.043496,
1000,6,change_order_merge_array,0.04664,
1000,6,unnested_loop,0.038873,
1000,6,change_order_unnested_loop_merge_array,0.039752,
1000,7,original,0.044352,
1000,7,merge_array,0.045154,
1000,7,change_order,0.043525,
1000,7,change_order_merge_array,0.045736,
1000,7,unnested_loop,0.037541,
1000,7,change_order_unnested_loop_merge_array,0.039945,
1000,8,original,0.047024,
1000,8,merge_array,0.046438,
1000,8,change_order,0.044249,
1000,8,change_order_merge_array,0.044944,
1000,8,unnested_loop,0.038337,
1000,8,change_order_unnested_loop_merge_array,0.041553,
1000,9,original,0.045625,
1000,9,merge_array,0.045216,
1000,9,change_order,0.043271,
1000,9,change_order_merge_array,0.044923,
1000,9,unnested_loop,0.037738,
1000,9,change_order_unnested_loop_merge_array,0.041141,
1000,10,original,0.045943,
1000,10,merge_array,0.046051,
1000,10,change_order,0.043946,
1000,10,change_order_merge_array,0.045685,
1000,10,unnested_loop,0.037758,
1000,10,change_order_unnested_loop_merge_array,0.039826,
1000,11,original,0.044396,
1000,11,merge_array,0.045955,
1000,11,change_order,0.043323,
1000,11,change_order_merge_array,0.045104,
1000,11,unnested_loop,0.037721,
1000,11,change_order_unnested_loop_merge_array,0.039591,
1000,12,original,0.044205,
1000,12,merge_array,0.045907,
1000,12,change_order,0.043482,
1000,12,change_order_merge_array,0.045815,
1000,12,unnested_loop,0.038181,
1000,12,change_order_unnested_loop_merge_array,0.040317,
1000,13,original,0.045713,
1000,13,merge_array,0.045947,
1000,13,change_order,0.044085,
1000,13,change_order_merge_array,0.045954,
1000,13,unnested_loop,0.037963,
1000,13,change_order_unnested_loop_merge_array,0.040097,
1000,14,original,0.045088,
1000,14,merge_array,0.045494,
1000,14,change_order,0.043492,
1000,14,change_order_merge_array,0.045232,
1000,14,unnested_loop,0.03803,
1000,14,change_order_unnested_loop_merge_array,0.03983,
1000,15,original,0.046773,
1000,15,merge_array,0.046449,
1000,15,change_order,0.044096,
1000,15,change_order_merge_array,0.044927,
1000,15,unnested_loop,0.038997,
1000,15,change_order_unnested_loop_merge_array,0.040962,
1000,16,original,0.045311,
1000,16,merge_array,0.045414,
1000,16,change_order,0.044294,
1000,16,change_order_merge_array,0.045232,
1000,16,unnested_loop,0.038012,
1000,16,change_order_unnested_loop_merge_array,0.040386,
1000,17,original,0.044467,
1000,17,merge_array,0.045025,
1000,17,change_order,0.043564,
1000,17,change_order_merge_array,0.045111,
1000,17,unnested_loop,0.039321,
1000,17,change_order_unnested_loop_merge_array,0.03976,
1000,18,original,0.045303,
1000,18,merge_array,0.046473,
1000,18,change_order,0.043702,
1000,18,change_order_merge_array,0.045929,
1000,18,unnested_loop,0.038891,
1000,18,change_order_unnested_loop_merge_array,0.039687,
1000,19,original,0.045248,
1000,19,merge_array,0.046007,
1000,19,change_order,0.043393,
1000,19,change_order_merge_array,0.045335,
1000,19,unnested_loop,0.037836,
1000,19,change_order_unnested_loop_merge_array,0.040222,
1000,20,original,0.045176,
1000,20,merge_array,0.045873,
1000,20,change_order,0.043942,
1000,20,change_order_merge_array,0.045375,
1000,20,unnested_loop,0.037944,
1000,20,change_order_unnested_loop_merge_array,0.040106,
1000,21,original,0.04439,
1000,21,merge_array,0.045153,
1000,21,change_order,0.043339,
1000,21,change_order_merge_array,0.046081,
1000,21,unnested_loop,0.037952,
1000,21,change_order_unnested_loop_merge_array,0.041582,
1000,22,original,0.04545,
1000,22,merge_array,0.046182,
1000,22,change_order,0.043628,
1000,22,change_order_merge_array,0.044973,
1000,22,unnested_loop,0.038446,
1000,22,change_order_unnested_loop_merge_array,0.040392,
1000,23,original,0.046639,
1000,23,merge_array,0.046328,
1000,23,change_order,0.044073,
1000,23,change_order_merge_array,0.045122,
1000,23,unnested_loop,0.037919,
1000,23,change_order_unnested_loop_merge_array,0.040236,
1000,24,original,0.044545,
1000,24,merge_array,0.046003,
1000,24,change_order,0.043087,
1000,24,change_order_merge_array,0.045159,
1000,24,unnested_loop,0.037543,
1000,24,change_order_unnested_loop_merge_array,0.039876,
1000,25,original,0.045421,
1000,25,merge_array,0.045764,
1000,25,change_order,0.043522,
1000,25,change_order_merge_array,0.045133,
1000,25,unnested_loop,0.037971,
1000,25,change_order_unnested_loop_merge_array,0.040909,
1000,26,original,0.045563,
1000,26,merge_array,0.044978,
1000,26,change_order,0.043197,
1000,26,change_order_merge_array,0.044995,
1000,26,unnested_loop,0.037492,
1000,26,change_order_unnested_loop_merge_array,0.039898,
1000,27,original,0.045501,
1000,27,merge_array,0.045613,
1000,27,change_order,0.044626,
1000,27,change_order_merge_array,0.045146,
1000,27,unnested_loop,0.037834,
1000,27,change_order_unnested_loop_merge_array,0.040119,
1000,28,original,0.04548,
1000,28,merge_array,0.045259,
1000,28,change_order,0.043359,
1000,28,change_order_merge_array,0.045023,
1000,28,unnested_loop,0.037761,
1000,28,change_order_unnested_loop_merge_array,0.040134,
1000,29,original,0.045238,
1000,29,merge_array,0.045552,
1000,29,change_order,0.04438,
1000,29,change_order_merge_array,0.044862,
1000,29,unnested_loop,0.040305,
1000,29,change_order_unnested_loop_merge_array,0.040914,
5000,0,original,1.29628,
5000,0,merge_array,1.14927,
5000,0,change_order,1.09107,
5000,0,change_order_merge_array,1.13422,
5000,0,unnested_loop,0.969514,
5000,0,change_order_unnested_loop_merge_array,1.03443,
5000,1,original,1.15252,
5000,1,merge_array,1.15917,
5000,1,change_order,1.09946,
5000,1,change_order_merge_array,1.1464,
5000,1,unnested_loop,0.975508,
5000,1,change_order_unnested_loop_merge_array,1.03782,
5000,2,original,1.15647,
5000,2,merge_array,1.15932,
5000,2,change_order,1.10414,
5000,2,change_order_merge_array,1.13974,
5000,2,unnested_loop,0.971636,
5000,2,change_order_unnested_loop_merge_array,1.0316,
5000,3,original,1.14164,
5000,3,merge_array,1.14943,
5000,3,change_order,1.09564,
5000,3,change_order_merge_array,1.14521,
5000,3,unnested_loop,0.974316,
5000,3,change_order_unnested_loop_merge_array,1.03049,
5000,4,original,1.14034,
5000,4,merge_array,1.15302,
5000,4,change_order,1.10114,
5000,4,change_order_merge_array,1.1461,
5000,4,unnested_loop,0.967663,
5000,4,change_order_unnested_loop_merge_array,1.03333,
5000,5,original,1.14445,
5000,5,merge_array,1.14925,
5000,5,change_order,1.10156,
5000,5,change_order_merge_array,1.14776,
5000,5,unnested_loop,0.979254,
5000,5,change_order_unnested_loop_merge_array,1.04185,
5000,6,original,1.15206,
5000,6,merge_array,1.17901,
5000,6,change_order,1.1305,
5000,6,change_order_merge_array,1.16908,
5000,6,unnested_loop,1.0042,
5000,6,change_order_unnested_loop_merge_array,1.17622,
5000,7,original,1.88583,
5000,7,merge_array,1.27715,
5000,7,change_order,1.25322,
5000,7,change_order_merge_array,1.53472,
5000,7,unnested_loop,1.33064,
5000,7,change_order_unnested_loop_merge_array,1.60714,
5000,8,original,1.40139,
5000,8,merge_array,1.41624,
5000,8,change_order,1.40175,
5000,8,change_order_merge_array,1.27989,
5000,8,unnested_loop,1.08287,
5000,8,change_order_unnested_loop_merge_array,1.54038,
5000,9,original,1.38143,
5000,9,merge_array,1.22715,
5000,9,change_order,1.2456,
5000,9,change_order_merge_array,1.19102,
5000,9,unnested_loop,1.03209,
5000,9,change_order_unnested_loop_merge_array,1.08843,
5000,10,original,1.24586,
5000,10,merge_array,1.29544,
5000,10,change_order,1.10599,
5000,10,change_order_merge_array,1.15004,
5000,10,unnested_loop,0.970665,
5000,10,change_order_unnested_loop_merge_array,1.0283,
5000,11,original,1.15232,
5000,11,merge_array,1.15692,
5000,11,change_order,1.10339,
5000,11,change_order_merge_array,1.13499,
5000,11,unnested_loop,0.968742,
5000,11,change_order_unnested_loop_merge_array,1.03308,
5000,12,original,1.14486,
5000,12,merge_array,1.14338,
5000,12,change_order,1.09831,
5000,12,change_order_merge_array,1.13355,
5000,12,unnested_loop,0.967971,
5000,12,change_order_unnested_loop_merge_array,1.02964,
5000,13,original,1.14674,
5000,13,merge_array,1.14508,
5000,13,change_order,1.1009,
5000,13,change_order_merge_array,1.15112,
5000,13,unnested_loop,0.967663,
5000,13,change_order_unnested_loop_merge_array,1.04244,
5000,14,original,1.1529,
5000,14,merge_array,1.15469,
5000,14,change_order,1.09573,
5000,14,change_order_merge_array,1.1403,
5000,14,unnested_loop,0.965295,
5000,14,change_order_unnested_loop_merge_array,1.03237,
5000,15,original,1.14811,
5000,15,merge_array,1.17653,
5000,15,change_order,1.12068,
5000,15,change_order_merge_array,1.14165,
5000,15,unnested_loop,0.966359,
5000,15,change_order_unnested_loop_merge_array,1.0621,
5000,16,original,1.14185,
5000,16,merge_array,1.15114,
5000,16,change_order,1.11185,
5000,16,change_order_merge_array,1.14374,
5000,16,unnested_loop,0.969216,
5000,16,change_order_unnested_loop_merge_array,1.03401,
5000,17,original,1.17805,
5000,17,merge_array,1.14462,
5000,17,change_order,1.12241,
5000,17,change_order_merge_array,1.13289,
5000,17,unnested_loop,0.967019,
5000,17,change_order_unnested_loop_merge_array,1.02976,
5000,18,original,1.14649,
5000,18,merge_array,1.17263,
5000,18,change_order,1.12651,
5000,18,change_order_merge_array,1.13474,
5000,18,unnested_loop,0.968421,
5000,18,change_order_unnested_loop_merge_array,1.04117,
5000,19,original,1.15828,
5000,19,merge_array,1.18762,
5000,19,change_order,1.142,
5000,19,change_order_merge_array,1.25335,
5000,19,unnested_loop,1.18461,
5000,19,change_order_unnested_loop_merge_array,1.23131,
5000,20,original,1.57555,
5000,20,merge_array,1.43245,
5000,20,change_order,1.27477,
5000,20,change_order_merge_array,1.42252,
5000,20,unnested_loop,1.14079,
5000,20,change_order_unnested_loop_merge_array,1.19149,
5000,21,original,1.76002,
5000,21,merge_array,1.34621,
5000,21,change_order,1.20234,
5000,21,change_order_merge_array,1.28606,
5000,21,unnested_loop,1.14905,
5000,21,change_order_unnested_loop_merge_array,1.20612,
5000,22,original,1.35265,
5000,22,merge_array,1.32023,
5000,22,change_order,1.24817,
5000,22,change_order_merge_array,1.20265,
5000,22,unnested_loop,1.04002,
5000,22,change_order_unnested_loop_merge_array,1.13037,
5000,23,original,1.29965,
5000,23,merge_array,1.24235,
5000,23,change_order,1.16303,
5000,23,change_order_merge_array,1.2314,
5000,23,unnested_loop,1.02949,
5000,23,change_order_unnested_loop_merge_array,1.07179,
5000,24,original,1.32322,
5000,24,merge_array,1.20111,
5000,24,change_order,1.15115,
5000,24,change_order_merge_array,1.20344,
5000,24,unnested_loop,0.959662,
5000,24,change_order_unnested_loop_merge_array,1.02175,
5000,25,original,1.14413,
5000,25,merge_array,1.20818,
5000,25,change_order,1.13697,
5000,25,change_order_merge_array,1.13224,
5000,25,unnested_loop,0.97736,
5000,25,change_order_unnested_loop_merge_array,1.05756,
5000,26,original,1.18796,
5000,26,merge_array,1.16749,
5000,26,change_order,1.13814,
5000,26,change_order_merge_array,1.19099,
5000,26,unnested_loop,1.01646,
5000,26,change_order_unnested_loop_merge_array,1.05661,
5000,27,original,1.27866,
5000,27,merge_array,1.21789,
5000,27,change_order,1.17145,
5000,27,change_order_merge_array,1.20371,
5000,27,unnested_loop,1.03,
5000,27,change_order_unnested_loop_merge_array,1.03368,
5000,28,original,1.17947,
5000,28,merge_array,1.18927,
5000,28,change_order,1.14799,
5000,28,change_order_merge_array,1.20899,
5000,28,unnested_loop,1.05625,
5000,28,change_order_unnested_loop_merge_array,1.13577,
5000,29,original,1.34988,
5000,29,merge_array,1.18063,
5000,29,change_order,1.1049,
5000,29,change_order_merge_array,1.19202,
5000,29,unnested_loop,0.989232,
5000,29,change_order_unnested_loop_merge_array,1.05186,
10000,0,original,6.11218,
10000,0,merge_array,4.83926,
10000,0,change_order,4.60245,
10000,0,change_order_merge_array,4.81872,
10000,0,unnested_loop,4.15216,
10000,0,change_order_unnested_loop_merge_array,4.45304,
10000,1,original,5.33458,
10000,1,merge_array,4.87256,
10000,1,change_order,4.60095,
10000,1,change_order_merge_array,4.74305,
10000,1,unnested_loop,4.18072,
10000,1,change_order_unnested_loop_merge_array,4.47667,
10000,2,original,5.90671,
10000,2,merge_array,4.83524,
10000,2,change_order,4.63004,
10000,2,change_order_merge_array,4.9376,
10000,2,unnested_loop,4.09753,
10000,2,change_order_unnested_loop_merge_array,4.30827,
10000,3,original,5.36318,
10000,3,merge_array,5.1409,
10000,3,change_order,4.78252,
10000,3,change_order_merge_array,4.84733,
10000,3,unnested_loop,3.96017,
10000,3,change_order_unnested_loop_merge_array,4.25922,
10000,4,original,5.04613,
10000,4,merge_array,4.60687,
10000,4,change_order,4.39288,
10000,4,change_order_merge_array,4.56113,
10000,4,unnested_loop,4.0297,
10000,4,change_order_unnested_loop_merge_array,4.32538,
10000,5,original,5.61334,
10000,5,merge_array,4.72884,
10000,5,change_order,4.56025,
10000,5,change_order_merge_array,4.73504,
10000,5,unnested_loop,3.98696,
10000,5,change_order_unnested_loop_merge_array,4.15005,
10000,6,original,5.05521,
10000,6,merge_array,4.56846,
10000,6,change_order,4.36247,
10000,6,change_order_merge_array,4.51349,
10000,6,unnested_loop,3.82198,
10000,6,change_order_unnested_loop_merge_array,4.05781,
10000,7,original,4.90973,
10000,7,merge_array,4.55666,
10000,7,change_order,4.44818,
10000,7,change_order_merge_array,4.53814,
10000,7,unnested_loop,3.80903,
10000,7,change_order_unnested_loop_merge_array,4.07738,
10000,8,original,4.92684,
10000,8,merge_array,4.56908,
10000,8,change_order,4.3659,
10000,8,change_order_merge_array,4.51956,
10000,8,unnested_loop,3.85427,
10000,8,change_order_unnested_loop_merge_array,4.10541,
10000,9,original,4.88582,
10000,9,merge_array,4.57234,
10000,9,change_order,4.34156,
10000,9,change_order_merge_array,4.49822,
10000,9,unnested_loop,3.79274,
10000,9,change_order_unnested_loop_merge_array,4.05437,
10000,10,original,4.94574,
10000,10,merge_array,4.6123,
10000,10,change_order,4.34224,
10000,10,change_order_merge_array,4.51553,
10000,10,unnested_loop,3.80716,
10000,10,change_order_unnested_loop_merge_array,4.05718,
10000,11,original,4.932,
10000,11,merge_array,4.55274,
10000,11,change_order,4.33791,
10000,11,change_order_merge_array,4.57765,
10000,11,unnested_loop,3.82946,
10000,11,change_order_unnested_loop_merge_array,4.06737,
10000,12,original,4.89599,
10000,12,merge_array,4.55919,
10000,12,change_order,4.34028,
10000,12,change_order_merge_array,4.51936,
10000,12,unnested_loop,3.79508,
10000,12,change_order_unnested_loop_merge_array,4.08252,
10000,13,original,4.98933,
10000,13,merge_array,4.55523,
10000,13,change_order,4.35528,
10000,13,change_order_merge_array,4.50896,
10000,13,unnested_loop,3.78602,
10000,13,change_order_unnested_loop_merge_array,4.04841,
10000,14,original,4.88503,
10000,14,merge_array,4.55533,
10000,14,change_order,4.4132,
10000,14,change_order_merge_array,4.50101,
10000,14,unnested_loop,3.80203,
10000,14,change_order_unnested_loop_merge_array,4.06018,
10000,15,original,4.91376,
10000,15,merge_array,4.56523,
10000,15,change_order,4.33667,
10000,15,change_order_merge_array,4.50171,
10000,15,unnested_loop,3.82784,
10000,15,change_order_unnested_loop_merge_array,4.09016,
10000,16,original,4.89724,
10000,16,merge_array,4.56163,
10000,16,change_order,4.32609,
10000,16,change_order_merge_array,4.49432,
10000,16,unnested_loop,3.7912,
10000,16,change_order_unnested_loop_merge_array,4.04305,
10000,17,original,4.93964,
10000,17,merge_array,4.61265,
10000,17,change_order,4.40626,
10000,17,change_order_merge_array,4.5638,
10000,17,unnested_loop,3.87433,
10000,17,change_order_unnested_loop_merge_array,4.05103,
10000,18,original,4.91032,
10000,18,merge_array,4.5743,
10000,18,change_order,4.34981,
10000,18,change_order_merge_array,4.58061,
10000,18,unnested_loop,3.80046,
10000,18,change_order_unnested_loop_merge_array,4.05021,
10000,19,original,4.88294,
10000,19,merge_array,4.55564,
10000,19,change_order,4.33829,
10000,19,change_order_merge_array,4.49472,
10000,19,unnested_loop,3.76969,
10000,19,change_order_unnested_loop_merge_array,4.07551,
10000,20,original,5.05879,
10000,20,merge_array,4.68551,
10000,20,change_order,4.4211,
10000,20,change_order_merge_array,4.57916,
10000,20,unnested_loop,3.90902,
10000,20,change_order_unnested_loop_merge_array,4.16237,
10000,21,original,4.97388,
10000,21,merge_array,4.6813,
10000,21,change_order,4.4589,
10000,21,change_order_merge_array,4.58597,
10000,21,unnested_loop,3.91299,
10000,21,change_order_unnested_loop_merge_array,4.17047,
10000,22,original,4.97471,
10000,22,merge_array,4.65428,
10000,22,change_order,4.44406,
10000,22,change_order_merge_array,4.61851,
10000,22,unnested_loop,3.93806,
10000,22,change_order_unnested_loop_merge_array,4.16979,
10000,23,original,4.99715,
10000,23,merge_array,4.63515,
10000,23,change_order,4.41409,
10000,23,change_order_merge_array,4.59273,
10000,23,unnested_loop,3.91713,
10000,23,change_order_unnested_loop_merge_array,4.16971,
10000,24,original,5.11774,
10000,24,merge_array,4.64555,
10000,24,change_order,4.41733,
10000,24,change_order_merge_array,4.5814,
10000,24,unnested_loop,3.91253,
10000,24,change_order_unnested_loop_merge_array,4.16288,
10000,25,original,4.98432,
10000,25,merge_array,4.62065,
10000,25,change_order,4.46715,
10000,25,change_order_merge_array,4.5833,
10000,25,unnested_loop,3.91257,
10000,25,change_order_unnested_loop_merge_array,4.16316,
10000,26,original,4.97341,
10000,26,merge_array,4.62114,
10000,26,change_order,4.41218,
10000,26,change_order_merge_array,4.58516,
10000,26,unnested_loop,3.93606,
10000,26,change_order_unnested_loop_merge_array,4.1995,
10000,27,original,4.98404,
10000,27,merge_array,4.6321,
10000,27,change_order,4.41905,
10000,27,change_order_merge_array,4.58307,
10000,27,unnested_loop,3.90816,
10000,27,change_order_unnested_loop_merge_array,4.16149,
10000,28,original,5.02798,
10000,28,merge_array,4.66656,
10000,28,change_order,4.41837,
10000,28,change_order_merge_array,4.58348,
10000,28,unnested_loop,3.9084,
10000,28,change_order_unnested_loop_merge_array,4.16301,
10000,29,original,4.98101,
10000,29,merge_array,4.63426,
10000,29,change_order,4.44681,
10000,29,change_order_merge_array,4.61263,
10000,29,unnested_loop,3.9089,
10000,29,change_order_unnested_loop_merge_array,4.16406,
